"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","auc1","auc2","auc3","auc4","auc5","auc6","auc7","auc8","auc9","auc10"
"f_ratio_num_var42_saldo_var42","new_num_group5_prcnt","new_num_var5_0","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_meses_var39_vig_ult3","f_diff_var_15_var_36_rank","f_diff_var_15_var_38","imp_op_var41_efect_ult1","saldo_var30","nonzerocount.num","f_diff_num_var22_ult3_num_med_var45_ult3","f_num_non_zero_sum_ind","f_diff_num_var45_ult13","saldo_medio_var5_hace3","abs_f_diff_saldo_var5_30","var38_ratio","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_num_3_sum_num","new_num_sum","abs_f_diff_saldo_medio_var5_8_ult11","0.84139","0.841049","0.811786","0.803346","0.8155","0.809628","0.837918","0.802116","0.81161","0.847929"
"num_meses_var5_ult3","max.saldo","ind_comb_rank","f_diff_var_15_var_38","num_var45_ult3","new_ind_sum","abs_f_diff_num_var30_4","f_diff_imp_op_var41_efect_comer_ult1","num_var22_ult1","saldo_medio_var5_hace2","var15","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","ind_var5","n0","var38","f_diff_saldo_var5_saldo_medio_var5_ult1","f_num_3_sum_num","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_saldo_var5_saldo_medio_var5_hace2","0.830831","0.830065","0.835707","0.817784","0.837076","0.807875","0.837578","0.825681","0.833759","0.8354"
"var38_ratio","saldo_medio_var5_hace3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_var30_0","var15","new_num_group5_prcnt","ind_var5","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_less_60","new_num_sum","imp_op_var39_comer_ult1","num_var30_0","num_meses_var5_ult3","num_var5","new_ind_sum","f_diff_num_var30_4","f_diff_var_15_larger","f_ratio_num_var42_saldo_var42","num_var42","num_var35","0.822285","0.819896","0.834078","0.820526","0.835038","0.808277","0.835456","0.80273","0.815921","0.845003"
"new_ind_var30_0","abs_f_diff_saldo_var5_30","saldo_medio_var5_ult1","nonzerocount.num","num_meses_var39_vig_ult3","new_num_group5_sum","n0","saldo_var5","sald0_quantile_diff_2","max.saldo","saldo_var42","new_ind_group5_sum","new_ind_sum","f_diff_saldo_medio_var5_8_ult11","abs_f_ratio_num_var5_saldo_var5","imp_op_var39_efect_ult1","var38","imp_op_var41_ult1","var15","ind_var5","0.837886","0.842866","0.825354","0.820134","0.834246","0.819774","0.837113","0.821491","0.833935","0.832093"
"saldo_medio_var5_hace2","saldo_medio_var8_ult1","imp_op_var41_comer_ult3","new_ftr_ult1_ult3_ratio_num_var22","new_ftr_ult1_ult3_ratio_num_var45","num_med_var22_ult3","f_num_quan_70_sum_saldo","var15","abs_f_diff_saldo_medio_var5_ult13","num_var45_hace3","saldo_var37","ind_comb_rank","var38","f_diff_var_15_var_36_less_60","sald0_quantile_diff_3","num_meses_var5_ult3","f_diff_var_15_var_38","var36","f_ratio_num_var42_saldo_var42","num_var45_hace2","0.842051","0.840936","0.835896","0.826015","0.812401","0.828064","0.838183","0.823562","0.835342","0.835003"
"saldo_var5","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_less_60","f_diff_var_15_var_38","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_meses_var39_vig_ult3","saldo_medio_var5_hace2","imp_op_var41_efect_ult1","abs_f_diff_saldo_var5_30","new_num_group5_sum","f_diff_num_var30_4","var15","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_var5_0","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_ratio_num_var42_saldo_var42","abs_f_diff_saldo_medio_var5_ult13","new_ind_group5_sum","var15_ratio","0.830149","0.826944","0.83103","0.807293","0.836843","0.809969","0.820328","0.823155","0.830628","0.831938"
"saldo_medio_var5_ult1","num_var35","var38","sald0_quantile_diff_1","new_ind_sum","f_diff_num_var45_ult13","f_diff_num_var30_4","var15","f_diff_var_15_var_36_rank","abs_f_ratio_num_var30_saldo_var30","ind_var30","num_var22_hace2","nonzerocount.saldo","var36","new_ind_var30_0","saldo_medio_var5_hace3","saldo_var30","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_num_var30_4","saldo_medio_var8_ult1","0.841265","0.842323","0.836728","0.81742","0.836733","0.810444","0.836365","0.810002","0.833068","0.846931"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_var8_0","num_var30","ind_var30","abs_f_ratio_num_var30_saldo_var30","num_var22_ult1","new_ftr_ult1_ult3_ratio_num_var45","max.saldo","new_ind_var5_0","num_of_used","num_meses_var5_ult3","nonzerocount.num","f_diff_num_var30_4","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_imp_op_var41_comer_ult13","var15","num_meses_var39_vig_ult3","num_quantile_diff_3","f_diff_var_15_var_36_rank","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","0.821635","0.826012","0.833631","0.805386","0.818305","0.823484","0.829717","0.805166","0.817177","0.827641"
"new_num_group5_sum","abs_f_diff_saldo_var5_42","abs_f_ratio_num_var5_saldo_var5","num_med_var22_ult3","abs_f_diff_saldo_var5_30","num_var45_ult3","imp_ent_var16_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var15_ratio","f_diff_saldo_var5_saldo_medio_var5_hace2","n0","num_var42","var15","f_num_3_sum_num","f_num_non_zero_sum_ind","new_ind_var30_0","ind_var30","num_var45_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","0.827944","0.834544","0.812799","0.817342","0.8191","0.824258","0.820026","0.818298","0.802475","0.831785"
"var38","new_num_var30_0","f_ratio_num_var42_saldo_var42","var15","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_ratio_num_var5_saldo_var5","f_diff_var_15_var_36_rank","num_var4","f_num_quan_70_sum_saldo","new_num_prcnt","num_med_var22_ult3","num_of_used","n0","f_diff_var_15_var_36_less_60","new_num_sum","num_var45_ult3","f_num_non_zero_sum_ind","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_num_var30_4","f_diff_saldo_medio_var5_8_ult11","0.835304","0.841097","0.828835","0.817647","0.835063","0.830947","0.837486","0.808486","0.820726","0.837718"
"f_num_3_sum_num","saldo_var30","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var45_hace2","num_var35","new_ind_group5_sum","ind_comb_rank","saldo_var5","f_diff_var_15_var_36_less_60","var38","f_diff_saldo_medio_var5_ult13","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_num_var30_4","num_of_used","new_num_prcnt","new_ind_var30_0","num_quantile_diff_1","ind_var30","sald0_quantile_diff_1","f_diff_var_15_var_36_rank","0.818398","0.836315","0.835431","0.823298","0.831371","0.822327","0.832505","0.819889","0.828291","0.840876"
"num_var35","var38","saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ftr_ult1_ult3_ratio_num_var45","f_diff_saldo_medio_var5_8_ult11","max.saldo","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var30","var15_ratio","new_num_group5_prcnt","saldo_var5","nonzerocount.num","f_ratio_num_var42_saldo_var42","new_num_var30_0","f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_ratio_num_var30_saldo_var30","nonzerocount.saldo","0.833977","0.839684","0.834996","0.81683","0.83579","0.827516","0.83331","0.808922","0.821736","0.839002"
"new_ind_0_group5_sum","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var15_ratio","abs_f_diff_imp_op_var41_efect_comer_ult1","abs_f_diff_num_var30_4","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_prcnt","num_var5","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_group5_prcnt","num_var30","abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_medio_var5_ult13","imp_op_var41_ult1","saldo_medio_var5_hace3","max.saldo","f_diff_saldo_medio_var5_ult13","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_ratio_num_var42_saldo_var42","new_ind_var30_0","0.825746","0.82012","0.815332","0.805033","0.822867","0.809034","0.818114","0.81453","0.812357","0.829168"
"abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_var5_42","var15","num_var45_hace3","f_diff_var_15_var_36_less_60","num_quantile_diff_1","f_diff_saldo_medio_var5_8_ult11","num_var30","abs_f_diff_num_var30_4","f_diff_var_15_larger","new_num_var5_0","saldo_var42","new_ftr_ult1_ult3_ratio_saldo_medio_var5","var36","var38","new_num_var30_0","new_num_group5_prcnt","nonzerocount.saldo","saldo_medio_var5_hace3","var38_ratio","0.838498","0.839837","0.835266","0.822828","0.835349","0.829049","0.836278","0.823086","0.830881","0.837117"
"saldo_medio_var5_hace2","var15","abs_f_ratio_num_var30_saldo_var30","var15_ratio","f_num_3_sum_num","num_var30","new_num_group5_sum","f_diff_var_15_var_36_rank","num_var45_hace3","ind_var5","new_num_sum","new_num_group5_prcnt","num_var45_ult1","num_quantile_diff_3","f_diff_var_15_var_36_less_60","new_ind_var30_0","num_var30_0","sald0_quantile_diff_1","nonzerocount.num","f_diff_var_15_var_38","0.839899","0.841104","0.835879","0.811092","0.836746","0.810215","0.838187","0.823021","0.832494","0.846374"
"new_ind_group5_sum","var15","new_num_group5_prcnt","num_meses_var39_vig_ult3","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_less_60","new_num_var5_0","new_ind_sum","abs_f_diff_num_var30_4","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_30","num_quantile_diff_3","saldo_var8","f_diff_var_15_var_36_cutpoint_smaller","max.saldo","saldo_medio_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_rank","0.82081","0.810259","0.812485","0.817725","0.823402","0.80867","0.82822","0.816864","0.800794","0.837786"
"saldo_medio_var5_hace3","abs_f_diff_num_var22_ult3_num_med_var45_ult3","num_var22_ult1","var38_ratio","sald0_quantile_diff_2","var15","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var39_comer_ult3","num_var5","ind_var30","imp_op_var39_comer_ult1","new_num_group5_prcnt","num_var45_hace2","num_var45_ult3","num_quantile_diff_3","abs_f_diff_saldo_medio_var5_ult13","nonzerocount.num","f_ratio_num_var42_saldo_var42","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_rank","0.839826","0.839072","0.837384","0.807863","0.825455","0.805975","0.837073","0.82463","0.833693","0.834122"
"f_diff_var_15_var_38","f_diff_var_15_var_36_less_60","nonzerocount.num","saldo_var42","f_diff_var_15_larger","saldo_var8","n0","new_num_group5_prcnt","f_diff_num_var30_4","f_num_3_sum_num","num_of_used","new_num_var30_0","imp_ent_var16_ult1","saldo_medio_var5_ult1","num_var35","saldo_medio_var5_ult3","saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_hace3","new_ftr_ult1_ult3_ratio_num_var45","var15_ratio","0.84041","0.827952","0.821666","0.807457","0.816068","0.828154","0.835304","0.824134","0.831055","0.845945"
"f_diff_var_15_var_36_less_60","f_num_non_zero_sum_ind","new_num_sum","num_var30","f_num_3_sum_num","sald0_quantile_diff_3","saldo_medio_var5_ult3","new_ftr_ult1_ult3_ratio_num_var45","new_num_var5_0","new_num_var30_0","f_diff_var_15_larger","var38","num_var42","saldo_medio_var8_ult1","f_diff_num_var30_4","var15","sald0_quantile_diff_1","ind_var30","f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_ult13","0.828261","0.835212","0.82948","0.807336","0.810237","0.807108","0.816917","0.802498","0.816629","0.841731"
"max.saldo","new_ind_var5_0","new_num_group5_sum","num_var5","num_var45_ult3","abs_f_ratio_num_var5_saldo_var5","var15","new_num_var5_0","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_sum","num_var22_ult3","num_var45_hace3","saldo_medio_var5_ult3","abs_f_diff_saldo_var5_30","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_meses_var5_ult3","saldo_var42","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_num_var30_4","0.82971","0.816249","0.817691","0.803112","0.827262","0.809832","0.806356","0.818343","0.816757","0.83051"
"abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var4","sald0_quantile_diff_3","abs_f_diff_saldo_var5_30","new_ind_var5_0","new_ftr_ult1_ult3_ratio_saldo_medio_var5","ind_var5","f_ratio_num_var42_saldo_var42","var38_ratio","var15_ratio","f_diff_num_var30_4","num_var22_ult1","num_quantile_diff_3","nonzerocount.saldo","f_num_quan_70_sum_saldo","num_var22_hace2","num_med_var22_ult3","f_diff_var_15_larger","ind_comb_rank","saldo_var42","0.843833","0.837832","0.83445","0.803638","0.835607","0.82943","0.836464","0.82495","0.805777","0.826876"
"saldo_medio_var5_hace3","f_num_3_sum_num","var15_ratio","saldo_var37","max.saldo","num_var35","num_var30","f_diff_var_15_var_38","var38_ratio","num_var4","abs_f_diff_num_var30_4","sald0_quantile_diff_3","var36","num_var45_ult1","f_ratio_num_var42_saldo_var42","new_num_group5_sum","num_quantile_diff_3","abs_f_diff_saldo_var5_30","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var45_ult3","0.839597","0.827138","0.834838","0.819459","0.833258","0.826188","0.833523","0.82281","0.829746","0.835144"
"var15","max.saldo","abs_f_diff_saldo_medio_var5_ult13","new_num_var30_0","imp_op_var41_ult1","ind_comb_rank","abs_f_diff_saldo_medio_var5_8_ult11","num_var22_ult3","var38","abs_f_diff_saldo_var5_30","new_num_group5_sum","num_quantile_diff_3","f_diff_var_15_var_36_rank","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var45_hace3","saldo_var42","num_var4","nonzerocount.saldo","new_num_prcnt","new_num_sum","0.842083","0.829969","0.839323","0.829043","0.836806","0.830889","0.840838","0.826966","0.836151","0.847535"
"ind_comb_rank","num_med_var22_ult3","num_quantile_diff_3","f_diff_saldo_medio_var5_ult13","f_diff_var_15_larger","saldo_var30","new_num_group5_prcnt","nonzerocount.saldo","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","new_ind_group5_sum","num_var5","f_diff_var_15_var_36_rank","num_meses_var5_ult3","var38_ratio","new_ftr_ult1_ult3_ratio_imp_op_var39_comer","num_meses_var39_vig_ult3","n0","num_of_used","sald0_quantile_diff_1","f_diff_saldo_medio_var5_8_ult11","0.844893","0.841222","0.837021","0.810867","0.826385","0.828532","0.818355","0.825005","0.833068","0.843802"
"new_num_sum","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","ind_var5","saldo_var30","num_var4","num_meses_var39_vig_ult3","imp_op_var39_efect_ult3","var38","new_ind_var30_0","max.saldo","new_ind_var5_0","saldo_var42","saldo_medio_var5_ult3","var15","new_num_prcnt","imp_op_var39_ult1","num_var45_ult3","new_ind_sum","f_diff_var_15_var_36_rank","new_num_group5_prcnt","0.833986","0.831265","0.82951","0.827249","0.837285","0.83019","0.824501","0.823972","0.834801","0.848088"
"num_var35","abs_f_ratio_num_var30_saldo_var30","new_num_group5_prcnt","saldo_var37","f_diff_var_15_var_36_rank","num_meses_var5_ult3","f_diff_var_15_var_36_less_60","f_diff_saldo_var5_saldo_medio_var5_hace2","num_var45_ult3","f_diff_num_var30_4","new_ind_var30_0","num_of_used","new_num_sum","new_ftr_ult1_ult3_ratio_saldo_medio_var5","ind_comb_rank","saldo_medio_var5_ult1","var15_ratio","num_var30","saldo_var42","f_diff_var_15_var_36_cutpoint_smaller","0.834356","0.826934","0.822973","0.804938","0.822255","0.808049","0.825859","0.811878","0.817527","0.833726"
"abs_f_diff_saldo_medio_var5_8_ult11","new_ftr_ult1_ult3_ratio_num_var45","var15_ratio","saldo_medio_var5_hace2","f_diff_var_15_larger","saldo_medio_var5_hace3","saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var35","ind_var30","abs_f_diff_saldo_medio_var5_ult13","nonzerocount.num","f_diff_var_15_var_38","f_diff_var_15_var_36_cutpoint_smaller","num_var22_ult3","f_diff_num_var30_4","max.saldo","f_diff_var_15_var_36_rank","num_var45_hace3","num_var42","0.841364","0.838371","0.832686","0.824371","0.834914","0.827284","0.836436","0.825636","0.83353","0.845806"
"num_meses_var5_ult3","num_var42","sald0_quantile_diff_2","new_num_group5_prcnt","ind_comb_rank","var15","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_36_cutpoint_smaller","saldo_var8","nonzerocount.saldo","num_var35","var38_ratio","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_var_15_var_36_rank","num_of_used","saldo_medio_var5_hace3","num_var4","f_ratio_num_var42_saldo_var42","num_med_var45_ult3","0.837872","0.813812","0.835903","0.822412","0.833965","0.828275","0.835936","0.822237","0.829776","0.84512"
"f_diff_saldo_var5_saldo_medio_var5_hace2","num_meses_var39_vig_ult3","new_num_var30_0","ind_var5","num_var5","abs_f_diff_num_var30_4","new_ind_var30_0","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var30","f_diff_var_15_var_36_rank","f_diff_var_15_var_38","imp_trans_var37_ult1","saldo_var30","var38","num_var30_0","f_diff_num_var30_4","var15_ratio","abs_f_ratio_num_var5_saldo_var5","new_num_sum","0.835021","0.829867","0.833465","0.816606","0.828318","0.826436","0.835388","0.822945","0.817228","0.844948"
"abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","sald0_quantile_diff_2","max.saldo","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var4","new_num_group5_prcnt","f_num_3_sum_num","new_ind_var5_0","num_meses_var5_ult3","num_med_var22_ult3","var38_ratio","new_ind_0_group5_sum","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","var15_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_meses_var39_vig_ult3","new_ftr_ult1_ult3_ratio_num_var45","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_num_var30_4","abs_f_ratio_num_var5_saldo_var5","0.841829","0.837938","0.835596","0.810287","0.834074","0.828158","0.836204","0.812238","0.818459","0.837397"
"abs_f_ratio_num_var5_saldo_var5","var15_ratio","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var35","imp_op_var39_comer_ult1","num_var5","num_var30","imp_op_var41_efect_ult1","f_diff_num_var30_4","f_diff_var_15_var_38","saldo_var42","saldo_medio_var5_hace2","new_num_var30_0","new_ind_var5_0","f_diff_num_var22_ult3_num_med_var45_ult3","new_num_var5_0","nonzerocount.saldo","var15","f_diff_var_15_larger","new_ind_sum","0.83123","0.84198","0.818763","0.826224","0.838108","0.829756","0.835648","0.824929","0.817151","0.847388"
"f_diff_var_15_larger","nonzerocount.num","saldo_var30","saldo_var5","abs_f_diff_saldo_var5_30","num_var45_ult1","new_ind_var30_0","f_ratio_num_var42_saldo_var42","ind_var30","num_meses_var39_vig_ult3","num_meses_var5_ult3","new_ind_group5_sum","new_num_var5_0","new_ind_sum","f_diff_var_15_var_36_rank","saldo_medio_var5_hace2","f_diff_num_var43_emit_recib_ult1","f_diff_var_15_var_36_less_60","new_num_prcnt","var38","0.840251","0.814418","0.835296","0.800907","0.835893","0.826081","0.834619","0.823975","0.812676","0.844321"
"abs_f_diff_saldo_medio_var5_8_ult11","f_diff_saldo_medio_var5_ult13","abs_f_ratio_num_var5_saldo_var5","new_num_var30_0","saldo_var30","num_var4","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_ratio_num_var42_saldo_var42","f_diff_var_15_var_36_cutpoint_smaller","num_var45_hace3","f_diff_var_15_var_36_rank","num_var22_hace2","new_ind_var30_0","num_var22_hace3","imp_trans_var37_ult1","new_num_group5_sum","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_38","new_ind_sum","new_num_prcnt","0.825106","0.816394","0.834607","0.824699","0.819022","0.805347","0.834282","0.807927","0.808124","0.825329"
"saldo_var30","num_var35","f_num_3_sum_num","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_saldo_medio_var5_8_ult11","imp_trans_var37_ult1","new_num_sum","num_var42","num_var22_ult1","abs_f_ratio_num_var30_saldo_var30","new_ind_group5_sum","var38","num_var45_hace2","new_ind_var30_0","nonzerocount.saldo","f_diff_var_15_var_36_rank","n0","imp_op_var41_comer_ult3","var36","0.826692","0.814306","0.816152","0.802923","0.825029","0.807794","0.816104","0.823968","0.817289","0.824055"
"saldo_var30","f_diff_var_15_var_36_cutpoint_smaller","num_med_var45_ult3","imp_op_var39_efect_ult1","saldo_var42","f_diff_var_15_var_38","num_var4","imp_op_var39_comer_ult3","new_ftr_ult1_ult3_ratio_imp_op_var39_comer","nonzerocount.saldo","var36","imp_op_var41_comer_ult3","abs_f_diff_num_var30_4","f_num_quan_70_sum_saldo","saldo_medio_var5_ult3","saldo_var8","num_var35","abs_f_ratio_num_var30_saldo_var30","ind_comb_rank","var15","0.840297","0.842649","0.836827","0.81417","0.833801","0.828724","0.837209","0.806241","0.833508","0.846005"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace3","var38","sald0_quantile_diff_3","new_ind_0_group5_sum","saldo_medio_var5_hace3","new_num_sum","f_diff_var_15_larger","num_meses_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var4","f_diff_num_var30_4","f_diff_var_15_var_36_rank","num_of_used","f_diff_saldo_var5_saldo_medio_var5_ult1","new_num_prcnt","saldo_var5","num_var42","saldo_var30","num_var5","ind_var30","0.827005","0.838205","0.83509","0.808626","0.825212","0.822575","0.829769","0.822266","0.823758","0.840928"
"new_ind_var5_0","new_ind_group5_sum","saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_ult13","n0","abs_f_ratio_num_var30_saldo_var30","f_ratio_num_var42_saldo_var42","saldo_var42","saldo_medio_var5_hace2","f_diff_var_15_var_36_rank","ind_comb_rank","new_ind_var30_0","new_ind_0_group5_sum","ind_var30","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var45_hace3","imp_op_var39_comer_ult1","num_var45_ult1","0.825464","0.808592","0.829702","0.800743","0.808734","0.804302","0.802646","0.816512","0.821192","0.821622"
"num_quantile_diff_3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_ratio_num_var5_saldo_var5","num_med_var45_ult3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","var15_ratio","f_ratio_num_var42_saldo_var42","saldo_var30","var36","saldo_var5","num_var45_ult1","f_diff_saldo_medio_var5_ult13","num_var4","new_num_var5_0","saldo_medio_var5_ult3","new_ind_group5_sum","f_diff_num_var30_4","new_ind_var30_0","f_diff_var_15_var_38","num_var22_hace2","0.842066","0.8335","0.834194","0.823237","0.834064","0.827588","0.836177","0.816567","0.818882","0.836404"
"saldo_var42","var38_ratio","num_var42","saldo_medio_var5_ult1","nonzerocount.num","ind_var30","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_var_15_larger","abs_f_ratio_num_var30_saldo_var30","num_var30","num_var45_hace2","var15_ratio","saldo_medio_var8_ult3","num_var45_hace3","max.saldo","new_num_var30_0","f_diff_num_var45_ult13","sald0_quantile_diff_3","saldo_medio_var5_ult3","saldo_medio_var5_hace2","0.843654","0.825589","0.835751","0.819888","0.838132","0.828956","0.837067","0.824559","0.833709","0.848356"
